Ссылка,Город,Цена в месяц,Оплата ЖКХ,Срок аренды,Условия проживания,Комиссия,Предоплата,Залог,Метро,Холодильник,Стиральная машина,Мебель в комнатах,Мебель на кухне,Телевизор,Интернет,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Тип дома,Тип перекрытий,Парковка,Санузел,Вид из окон,Количество лифтов,Год постройки,Подъезды,Ремонт,Отопление,Аварийность,Газоснабжение,Мусоропровод
https://spb.cian.ru/rent/flat/292272461/,Санкт-Петербург,120000,12 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,120000,Гостиный двор,True,True,True,True,True,True,,110,64,12,3.0,Кирпичный,Железобетонные,,2 раздельных,На улицу и двор,1 пассажирский,1798,6,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293860374/,Санкт-Петербург,80000,7 000 ₽ (без счётчиков),от года,,50%,1 месяц,80000,Горьковская,True,True,True,True,True,True,,46,29,12,,Кирпичный,Железобетонные,,1 раздельный,,"1 пассажирский, 1 грузовой",2017,6,Косметический,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/293982556/,Санкт-Петербург,90000,4 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,90000,Гостиный двор,True,True,True,True,True,True,,42,25,10,,Кирпичный,Железобетонные,Наземная,,Во двор,,1887,1,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/287544845/,Санкт-Петербург,28000,6 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,17000,Пионерская,True,False,True,True,True,True,,18,10,3,,Монолитно-кирпичный,,Многоуровневая,1 совмещенный,Во двор,3 пассажирских,,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/288420906/,Санкт-Петербург,270000,не включена,от года,можно с детьми,,1 месяц,270000,Крестовский остров,True,True,True,True,True,True,Апартаменты,120,,,3.3,Монолитный,Железобетонные,Подземная,1 совмещенный,,1 пассажирский,2007,11,Дизайнерский,Автономная котельная,Нет,,
https://spb.cian.ru/rent/flat/293914411/,Санкт-Петербург,50000,3 000 ₽ (без счётчиков),от года,можно с детьми и животными,,1 месяц,50000,Старая Деревня,True,True,True,True,True,False,Апартаменты,"38,01","11,3",17,,Монолитный,Нет информации,,1 совмещенный,Во двор,,2020,,Евроремонт,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/289912270/,Санкт-Петербург,33000,не включена,несколько месяцев,можно с детьми,,,33000,Бухарестская,True,False,True,True,True,True,Апартаменты,16,,,2.5,Монолитный,,Наземная,,,"1 пассажирский, 1 грузовой",,,,,,,
https://spb.cian.ru/rent/flat/293815212/,Санкт-Петербург,80000,7 000 ₽ (без счётчиков),от года,,50%,1 месяц,80000,Петроградская,True,True,True,True,True,True,,46,25,16,,Кирпичный,Железобетонные,Многоуровневая,1 совмещенный,На улицу,1 пассажирский,2017,6,Дизайнерский,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/291875767/,Санкт-Петербург,150000,15 000 ₽ (без счётчиков),от года,можно с животными,50%,1 месяц,150000,Беговая,True,True,True,True,True,True,,71,41,25,,Монолитный,Нет информации,Открытая,1 совмещенный,Во двор,,2015,,Дизайнерский,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/287545169/,Санкт-Петербург,130000,5 000 ₽ (без счётчиков),от года,можно с детьми,,1 месяц,130000,,True,True,True,True,True,True,,69,54,8,,Кирпичный,,Открытая,1 совмещенный,Во двор,,,,Дизайнерский,,,,
https://spb.cian.ru/rent/flat/293556542/,Санкт-Петербург,100000,9 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,100000,Площадь Ленина,True,True,True,True,True,True,,81,43,21,,Монолитный,Железобетонные,Многоуровневая,"1 совмещенный, 1 раздельный",На улицу,2 пассажирских,2016,16,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/292138116/,Санкт-Петербург,110000,6 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,110000,Чкаловская,True,True,True,True,True,True,,66,37,20,,Монолитный,Железобетонные,Многоуровневая,1 совмещенный,Во двор,1 пассажирский,2020,2,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/290453285/,Санкт-Петербург,65000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,65000,Звездная,True,True,True,True,True,True,,47,28,10,,Монолитный,Железобетонные,Открытая,1 совмещенный,Во двор,2 пассажирских,2021,6,Дизайнерский,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/294029273/,Санкт-Петербург,60000,4 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,60000,Звездная,True,True,True,True,True,True,,"77,1",33,24,,,Железобетонные,Многоуровневая,"1 совмещенный, 1 раздельный",Во двор,3 пассажирских,2021,4,Евроремонт,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/291056278/,Санкт-Петербург,50000,10 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,40000,Петроградская,True,True,True,True,True,True,,"26,5",15,4,,Монолитно-кирпичный,,Многоуровневая,1 совмещенный,Во двор,"3 пассажирских, 1 грузовой",,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/294419013/,Санкт-Петербург,170000,15 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,300000,,True,True,True,True,True,True,Апартаменты,72,55,12,3.2,Монолитный,Нет информации,Подземная,"1 совмещенный, 1 раздельный",Во двор,1 грузовой,2017,,Дизайнерский,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/294212450/,Санкт-Петербург,70000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,70000,Садовая,True,True,True,True,False,True,,80,50,8,,Кирпичный,Железобетонные,Открытая,1 раздельный,На улицу и двор,1 пассажирский,1912,4,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294030375/,Санкт-Петербург,25000,2 000 ₽ (без счётчиков),от года,,60%,1 месяц,1,Комендантский проспект,True,True,True,True,False,True,,23,16,5,2.75,Монолитный,Железобетонные,,"1 совмещенный, 1 раздельный",Во двор,"1 пассажирский, 1 грузовой",2021,6,Дизайнерский,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/280460147/,Санкт-Петербург,270000,не включена,от года,можно с детьми и животными,50%,1 месяц,270000,Крестовский остров,False,False,True,True,False,False,,"104,6",53,20,,Кирпичный,Железобетонные,,2 совмещенных,На улицу и двор,1 пассажирский,2012,4,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293750151/,Санкт-Петербург,74000,5 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,79000,Удельная,True,True,True,True,True,True,,"70,5",43,12,,Кирпичный,Железобетонные,Открытая,"1 совмещенный, 1 раздельный",Во двор,,1986,5,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294365678/,Санкт-Петербург,240000,включена (без счётчиков),от года,,,,240000,Крестовский остров,True,True,True,True,True,False,,"85,6","40,8","16,4",,Монолитно-кирпичный,Железобетонные,,"1 совмещенный, 1 раздельный",На улицу и двор,"1 пассажирский, 1 грузовой",2017,20,Дизайнерский,Автономная котельная,Нет,,Нет
https://spb.cian.ru/rent/flat/294318125/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,55000,Комендантский проспект,True,True,True,True,True,True,,73,"43,8","14,4",2.77,Кирпичный,Железобетонные,,1 раздельный,На улицу,"1 пассажирский, 2 грузовых",2012,7,Евроремонт,Индивидуальный тепловой пункт,Нет,,Да
https://spb.cian.ru/rent/flat/294211089/,Санкт-Петербург,70000,3 000 ₽ (без счётчиков),от года,,70%,1 месяц,70000,Невский проспект,True,True,True,True,True,True,,43,38,,4.1,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,,1846,5,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/277079530/,Санкт-Петербург,75000,не включена,от года,,,1 месяц,75000,Пионерская,True,True,True,True,True,False,,"88,9","30,7","28,8",,Кирпичный,Железобетонные,,2 совмещенных,На улицу,,2020,1,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/290957097/,Санкт-Петербург,300000,25 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,300000,Петроградская,True,True,True,True,True,True,,155,94,20,,Кирпичный,Железобетонные,Подземная,2 совмещенных,,"1 пассажирский, 1 грузовой",2005,3,Дизайнерский,Котел/Квартирное отопление,Нет,Центральное,
https://spb.cian.ru/rent/flat/292528911/,Санкт-Петербург,69000,включена (без счётчиков),от года,можно с детьми,,1 месяц,69000,Звездная,True,True,True,True,True,False,,"54,2","29,4","8,6",2.75,Кирпичный,Железобетонные,,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2009,3,Евроремонт,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/293902825/,Санкт-Петербург,195000,10 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,195000,Чкаловская,True,True,True,True,True,True,,134,89,15,,,Железобетонные,Открытая,2 раздельных,,1 грузовой,2001,4,Евроремонт,Автономная котельная,Нет,,
https://spb.cian.ru/rent/flat/294507355/,Санкт-Петербург,33000,не включена,от года,,,1 месяц,16000,Комендантский проспект,True,True,True,True,False,True,,46,22,14,2.7,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,1 пассажирский,2002,2,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/280953033/,Санкт-Петербург,80000,10 000 ₽ (без счётчиков),от года,,100%,1 месяц,80000,Академическая,True,True,True,True,False,True,,110,58,17,,Монолитный,Железобетонные,Многоуровневая,1 раздельный,Во двор,2 пассажирских,2011,9,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294473627/,Санкт-Петербург,22000,не включена,от года,,,1 месяц,22000,Ленинский проспект,True,True,True,True,False,False,,"24,5",,,2.65,Монолитный,Железобетонные,,,,"1 пассажирский, 1 грузовой",2020,16,Косметический,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/263425997/,Санкт-Петербург,20000,4 000 ₽ (без счётчиков),несколько месяцев,можно с детьми и животными,,1 месяц,20000,Нарвская,True,False,True,True,True,True,,"14,5",10,2,,,,,,,,,,Дизайнерский,,,,Нет
https://spb.cian.ru/rent/flat/294296103/,Санкт-Петербург,28000,не включена,от года,,55%,1 месяц,28000,Озерки,True,True,True,True,True,True,,55,28,10,2.7,Панельный,Железобетонные,,1 раздельный,,2 пассажирских,1981,1,Косметический,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/294450128/,Санкт-Петербург,55000,1 ₽ (без счётчиков),несколько месяцев,можно с детьми и животными,,1 месяц,27500,Фрунзенская,True,True,True,True,True,True,Апартаменты,45,,,,,,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",,,Дизайнерский,,,,Нет
https://spb.cian.ru/rent/flat/294082999/,Санкт-Петербург,120000,12 500 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,120000,Чернышевская,True,True,True,True,True,True,,"122,6",60,20,,,Железобетонные,,"1 совмещенный, 1 раздельный",,,2009,11,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294469510/,Санкт-Петербург,35000,не включена,от года,можно с детьми и животными,50%,1 месяц,35000,Озерки,True,True,True,True,False,False,,"57,9",,,2.8,Панельный,Нет информации,Наземная,,Во двор,1 грузовой,,,Евроремонт,Нет информации,Нет,,Нет
https://spb.cian.ru/rent/flat/294248107/,Санкт-Петербург,37000,5 000 ₽ (счётчики включены),от года,можно с детьми,,1 месяц,37000,Гражданский проспект,True,True,True,True,True,False,,51,30,7,2.55,Панельный,Железобетонные,,,,,1971,9,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294390565/,Санкт-Петербург,30000,включена (без счётчиков),от года,,50%,1 месяц,30000,Улица Дыбенко,False,False,True,True,False,True,,"62,8",39,"9,5",2.65,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,1 пассажирский,1973,8,,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294200952/,Санкт-Петербург,38000,7 000 ₽ (без счётчиков),от года,можно с детьми,,1 месяц,38000,Парк Победы,True,True,True,True,True,True,,"44,51","28,8","5,4",2.5,Панельный,Нет информации,Наземная,,,,,,Косметический,Нет информации,Нет,Автономное,Нет
https://spb.cian.ru/rent/flat/273411013/,Санкт-Петербург,32000,3 000 ₽ (без счётчиков),несколько месяцев,можно с детьми и животными,100%,1 месяц,32000,Комендантский проспект,False,False,False,False,False,False,,32,,,,,Железобетонные,,,,"2 пассажирских, 1 грузовой",2021,10,Евроремонт,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/293243673/,Санкт-Петербург,30000,не включена,от года,можно с детьми,60%,1 месяц,30000,Парнас,False,False,True,False,False,True,,25,16,1,,Кирпичный,,,1 совмещенный,,,,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/294136076/,Санкт-Петербург,25000,3 000 ₽ (без счётчиков),от года,,25%,1 месяц,25000,Озерки,True,True,True,True,False,True,,34,16,"9,5",2.7,Монолитный,Железобетонные,Наземная,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2019,3,Косметический,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/294310788/,Санкт-Петербург,27000,2 500 ₽ (без счётчиков),от года,можно с детьми,100%,1 месяц,27000,Девяткино,True,True,True,True,True,True,,33,9,11,2.7,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2022,1,Евроремонт,Индивидуальный тепловой пункт,Нет,,Нет
https://spb.cian.ru/rent/flat/260326804/,Санкт-Петербург,34000,не включена,от года,,,1 месяц,34000,Лесная,True,True,True,True,True,False,,25,23,,,Монолитный,Железобетонные,,,,,2020,3,Евроремонт,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/293836408/,Санкт-Петербург,27000,4 000 ₽ (без счётчиков),от года,можно с детьми,70%,1 месяц,27000,Парнас,True,True,True,True,False,True,,37,15,14,2.6,Кирпичный,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2021,1,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294243203/,Санкт-Петербург,27000,3 000 ₽ (без счётчиков),от года,можно с детьми,80%,1 месяц,27000,Купчино,True,True,True,True,False,True,,37,12,14,,Монолитный,Железобетонные,Наземная,1 совмещенный,Во двор,1 грузовой,2023,2,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/277882392/,Санкт-Петербург,25000,5 000 ₽ (без счётчиков),от года,можно с детьми,40%,1 месяц,25000,,True,True,True,True,False,False,,"30,3",12,7,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1976,5,Косметический,Центральное,Нет,Центральное,Да
https://spb.cian.ru/rent/flat/294261957/,Санкт-Петербург,30000,не включена,от года,можно с детьми и животными,60%,,30000,Академическая,True,True,True,False,False,False,,39,18,9,,Монолитно-кирпичный,Железобетонные,,1 раздельный,,"1 пассажирский, 1 грузовой",2017,9,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/291326160/,Санкт-Петербург,27000,3 000 ₽ (без счётчиков),от года,можно с животными,50%,1 месяц,27000,Проспект Ветеранов,True,True,True,True,True,True,,50,16,18,,,Железобетонные,,1 раздельный,На улицу и двор,,2016,9,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294111575/,Санкт-Петербург,30000,не включена,от года,можно с детьми и животными,50%,1 месяц,30000,Улица Дыбенко,True,True,True,True,False,False,,34,16,8,2.5,Кирпичный,Железобетонные,,1 раздельный,На улицу и двор,,1980,11,Евроремонт,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/293254948/,Санкт-Петербург,26000,4 000 ₽ (без счётчиков),от года,,50%,1 месяц,26000,Беговая,True,True,True,True,False,False,,34,13,8,,Блочный,Железобетонные,Открытая,1 совмещенный,Во двор,1 пассажирский,2017,7,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293867166/,Санкт-Петербург,30000,не включена,от года,можно с детьми и животными,70%,1 месяц,30000,,False,False,False,False,False,True,,60,42,11,,Панельный,Железобетонные,,,,,1989,4,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293982992/,Санкт-Петербург,27000,3 000 ₽ (без счётчиков),от года,можно с детьми,100%,1 месяц,27000,Площадь Александра Невского,True,True,True,True,False,True,,43,19,11,2.6,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,1 пассажирский,2000,3,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294225195/,Санкт-Петербург,30000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,30000,,True,True,True,True,True,True,,50,25,12,,,Нет информации,,1 совмещенный,,"3 пассажирских, 1 грузовой",2003,8,Косметический,Нет информации,Нет,,Нет
https://spb.cian.ru/rent/flat/290442904/,Санкт-Петербург,30000,не включена,несколько месяцев,можно с детьми и животными,50%,1 месяц,30000,Звездная,True,True,True,True,True,True,,28,,,2.8,Монолитный,Нет информации,,,Во двор,1 пассажирский,2016,,Евроремонт,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/294379076/,Санкт-Петербург,30000,не включена,от года,можно с детьми и животными,100%,1 месяц,27000,Академическая,True,True,True,True,True,True,,38,20,12,2.75,Монолитный,Железобетонные,,,Во двор,"1 пассажирский, 1 грузовой",2012,7,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/293529078/,Санкт-Петербург,30000,не включена,от года,,50%,1 месяц,30000,Гражданский проспект,True,True,True,True,True,False,,32,16,8,,Монолитно-кирпичный,Железобетонные,,1 совмещенный,Во двор,,2011,4,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293217851/,Санкт-Петербург,30000,не включена,несколько месяцев,можно с детьми,40%,1 месяц,20000,Беговая,True,True,True,True,False,False,,42,,,2.65,Панельный,Железобетонные,,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",1991,4,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293236839/,Санкт-Петербург,30000,не включена,от года,,35%,1 месяц,30000,,False,False,False,False,False,False,,31,17,,,,Нет информации,,,,,1964,7,,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293622998/,Санкт-Петербург,30000,не включена,от года,можно с детьми,100%,1 месяц,30000,Гражданский проспект,True,True,True,True,False,False,,47,25,7,2.6,Панельный,Железобетонные,,1 раздельный,Во двор,,1970,6,Косметический,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/294466874/,Санкт-Петербург,30000,не включена,от года,,50%,1 месяц,30000,Комендантский проспект,True,True,True,True,True,True,,42,,,2.75,Монолитно-кирпичный,Железобетонные,,1 совмещенный,Во двор,4 пассажирских,2020,17,Евроремонт,Индивидуальный тепловой пункт,Нет,,Нет
https://spb.cian.ru/rent/flat/294128818/,Санкт-Петербург,30000,не включена,от года,можно с детьми,50%,1 месяц,30000,Комендантский проспект,True,True,True,True,True,True,,37,"17,2","11,2",,,Нет информации,,1 совмещенный,На улицу,,2008,,Евроремонт,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/282387880/,Санкт-Петербург,30000,не включена,от года,можно с детьми и животными,100%,1 месяц,30000,Гражданский проспект,True,True,True,True,True,True,,36,,5,,,Нет информации,Наземная,1 раздельный,На улицу и двор,1 пассажирский,1974,,Дизайнерский,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/278691288/,Санкт-Петербург,30000,не включена,несколько месяцев,,,1 месяц,30000,Ладожская,True,True,True,True,True,True,,30,20,5,,Панельный,Нет информации,,1 совмещенный,Во двор,2 пассажирских,2018,5,Евроремонт,Индивидуальный тепловой пункт,Нет,,Да
https://spb.cian.ru/rent/flat/294302330/,Санкт-Петербург,30000,не включена,от года,можно с детьми,50%,1 месяц,30000,Комендантский проспект,True,True,True,True,False,False,,"34,4",,,2.75,,Железобетонные,,,,3 пассажирских,2020,13,Косметический,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/282866424/,Санкт-Петербург,30000,не включена,от года,,50%,1 месяц,30000,Парнас,True,True,True,True,True,True,,"37,7","12,8","15,2",,Монолитно-кирпичный,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2020,7,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294470432/,Санкт-Петербург,30000,не включена,от года,можно с детьми и животными,,1 месяц,30000,Сенная площадь,True,True,True,True,True,True,,13,,,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1830,5,Евроремонт,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/294248329/,Санкт-Петербург,170000,10 000 ₽ (без счётчиков),от года,можно с детьми,,1 месяц,30000,Беговая,True,False,True,True,True,True,,72,26,30,,Монолитно-кирпичный,,Открытая,1 раздельный,На улицу и двор,2 пассажирских,,,Дизайнерский,,,,
https://spb.cian.ru/rent/flat/265512760/,Санкт-Петербург,30000,не включена,от года,,60%,1 месяц,30000,Лесная,True,True,True,True,False,True,,45,15,14,,,,,1 раздельный,На улицу и двор,,,,Косметический,,,,Нет
https://spb.cian.ru/rent/flat/290106974/,Санкт-Петербург,30000,не включена,несколько месяцев,можно с детьми и животными,50%,1 месяц,15000,Улица Дыбенко,True,True,True,False,True,True,,33,16,10,2.7,,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2016,3,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/287840447/,Санкт-Петербург,27000,3 000 ₽ (без счётчиков),от года,можно с детьми,100%,1 месяц,27000,Ленинский проспект,True,True,True,True,True,True,,"42,1","17,1","9,9",2.5,Панельный,Железобетонные,Наземная,1 раздельный,На улицу,"2 пассажирских, 1 грузовой",2009,6,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/294249770/,Санкт-Петербург,28000,2 000 ₽ (без счётчиков),от года,,71%,1 месяц,28000,Ленинский проспект,True,True,True,True,True,True,,"24,15",18,5,2.75,Монолитно-кирпичный,Железобетонные,Подземная,1 совмещенный,На улицу и двор,"1 пассажирский, 1 грузовой",2020,8,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294069539/,Санкт-Петербург,22000,включена (без счётчиков),от года,,70%,1 месяц,22000,Проспект Ветеранов,True,True,True,True,False,True,,"24,1","15,1",4,0.0,Монолитный,Железобетонные,,1 раздельный,,"1 пассажирский, 1 грузовой",2022,7,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294364388/,Санкт-Петербург,100000,10 000 ₽ (без счётчиков),от года,можно с животными,50%,1 месяц,100000,Чернышевская,True,True,True,True,True,True,,100,47,30,,Кирпичный,Железобетонные,,,,,1917,2,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/292934878/,Санкт-Петербург,380000,15 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,380000,Чкаловская,True,True,True,True,True,True,,120,53,8,3.2,Монолитный,Железобетонные,Многоуровневая,"1 совмещенный, 1 раздельный",На улицу,2 пассажирских,2018,29,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294426967/,Санкт-Петербург,27000,3 000 ₽ (счётчики включены),от года,,80%,1 месяц,27000,Академическая,True,True,True,True,False,False,,34,17,8,2.5,Панельный,Железобетонные,,1 раздельный,,1 пассажирский,1973,5,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/291014094/,Санкт-Петербург,130000,10 000 ₽ (без счётчиков),несколько месяцев,можно с детьми и животными,50%,1 месяц,65000,Горьковская,True,True,True,True,True,True,,72,45,10,,,Железобетонные,Открытая,1 раздельный,Во двор,1 пассажирский,1951,11,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/292780902/,Санкт-Петербург,40000,3 200 ₽ (без счётчиков),от года,,70%,1 месяц,40000,Академическая,False,False,True,True,True,True,,"57,3","46,3",6,0.0,Панельный,Железобетонные,,1 раздельный,,"1 пассажирский, 1 грузовой",1975,10,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294220836/,Санкт-Петербург,27000,6 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,27000,Купчино,False,False,False,False,False,False,Апартаменты,"34,6","10,2","16,2",2.7,Панельный,,Наземная,1 совмещенный,На улицу,"1 пассажирский, 2 грузовых",,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/293648507/,Санкт-Петербург,18000,1 440 ₽ (без счётчиков),от года,,70%,1 месяц,16000,Академическая,False,False,False,False,True,True,,19,8,6,0.0,Панельный,Железобетонные,,1 раздельный,,,2023,3,Косметический,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/291528931/,Санкт-Петербург,50000,10 000 ₽ (без счётчиков),несколько месяцев,можно с детьми и животными,50%,1 месяц,30000,Гостиный двор,True,True,True,True,True,True,,40,,,3.4,,Нет информации,,1 совмещенный,На улицу,,1792,5,Евроремонт,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/294271555/,Санкт-Петербург,87000,5 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,87000,Невский проспект,True,True,True,True,True,True,,70,45,15,,Кирпичный,Нет информации,Открытая,1 совмещенный,,,1860,,Дизайнерский,Нет информации,Нет,Автономное,
https://spb.cian.ru/rent/flat/293528405/,Санкт-Петербург,40000,3 200 ₽ (без счётчиков),от года,,70%,1 месяц,35000,Обводный канал,False,False,False,False,True,True,,"56,9","22,9","20,4",0.0,Монолитный,Железобетонные,,1 раздельный,,,2022,13,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/292227032/,Санкт-Петербург,26000,8 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,26000,Лесная,True,False,True,True,True,True,,"14,9","6,9",3,,Монолитный,Нет информации,Открытая,1 совмещенный,Во двор,"3 пассажирских, 1 грузовой",2020,,Евроремонт,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/294029271/,Санкт-Петербург,100000,7 000 ₽ (без счётчиков),несколько месяцев,можно с детьми,50%,1 месяц,100000,Фрунзенская,True,True,True,True,True,True,,60,37,18,,,Железобетонные,Многоуровневая,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2016,20,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294067983/,Санкт-Петербург,75000,8 000 ₽ (без счётчиков),от года,можно с детьми и животными,,1 месяц,75000,Звездная,True,True,True,True,True,True,Апартаменты,42,,,,,,,1 совмещенный,На улицу,,,,Дизайнерский,,,,
https://spb.cian.ru/rent/flat/294421414/,Санкт-Петербург,27000,2 000 ₽ (без счётчиков),от года,,,1 месяц,27000,Комендантский проспект,True,True,True,True,False,False,,"25,8",,,2.77,Монолитно-кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2022,14,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294319246/,Санкт-Петербург,50000,5 000 ₽ (без счётчиков),от года,,50%,1 месяц,50000,,True,True,True,True,True,True,,52,28,17,,,Нет информации,Открытая,1 совмещенный,,"1 пассажирский, 1 грузовой",2023,,Дизайнерский,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/294109731/,Санкт-Петербург,37000,4 000 ₽ (без счётчиков),несколько месяцев,можно с детьми,,1 месяц,20000,Маяковская,True,True,True,True,True,True,,32,22,6,2.8,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1834,5,Евроремонт,Центральное,Нет,Центральное,
